Id,Numero,DataAjuizamento,IdClasse,IdAssunto,AnoEleicao
405280564,00000027320186070021,2018-01-1717:17:13.,{12549},{11778},0
405280618,06000246320196070016,2019-10-2214:56:13.,{241},{11778},0
405280732,00000045820186070016,2018-02-1500:00:00.,{12549},{11778},0
405280739,00000094920196070015,2018-10-0717:06:14.,{279},{11513},0
405280808,06000133120196070017,2019-09-3000:00:00.,{241},{11778},0
405280809,00000209620196070009,2019-04-2517:41:40.,{12559},{11778},0
405280825,00000017220196070015,2019-01-0800:00:00.,{1298},{11778},0
405280881,00000524920196070091,2019-06-0420:42:49.,{12553},{11778},0
405280885,00000121620196070011,2019-06-1317:16:50.,{12549},{11778},0
405280900,00000021620176070019,2017-01-1117:00:22.,{12559},{11778},0
405281009,06000063920196070017,2019-08-2300:00:00.,{241},{11778},0
405281037,00000025420186070092,2018-01-0515:58:04.,{12549},{11778},0
405281186,00000043920196070011,2019-02-2114:43:41.,{12549},{11778},0
405281239,00000285520186070091,2018-04-1613:00:00.,{12553},{11778},0
405281273,06000116120196070017,2019-09-1200:00:00.,{241},{11778},0
405281374,00000054620186070015,2018-01-2415:35:32.,{279},{11438},0
405281510,00000022320196070091,2019-01-0913:43:30.,{12553},{11778},0
405281620,00000035720196070010,2019-02-0515:44:31.,{12549},{11778},0
405281678,06000176820196070017,2019-10-0400:00:00.,{241},{11778},0
405281827,00000079220176070001,2017-02-1015:02:37.,{12549},{11778},0
405281854,00000227520196070006,2019-04-1016:18:23.,{279},{11778},0
405282115,06000404220226070006,2022-09-2818:41:08.,{12553},{11778},0
405282176,06001115120216070015,2021-09-3008:57:53.,{355},{11778},0
405282211,06000264220196070013,2019-12-0917:30:56.,{11541},{11778},2018
405282309,06000176320226070017,2022-05-2316:01:06.,{261},{11778},0
405282315,06000317420226070008,2022-05-3100:00:00.,{12560},{11778},2022
405282316,06001131320216070050,2021-06-1400:00:00.,{12553},{11778},0
405282318,06000156220206070050,2020-02-1200:00:00.,{12553},{11778},0
405282324,06000563920216070003,2021-10-0512:08:49.,{12560},{11778},0
405282332,06001045120216070050,2021-06-1400:00:00.,{12553},{11778},0
405282333,06000297120226070019,2022-06-0716:04:42.,{12553},{11778},0
405282442,06000192420226070020,2022-06-0715:53:07.,{12553},{11778},0
405282446,06000734120226070003,2022-12-0116:56:24.,{12552},{11778},0
405282605,06000086420236070018,2023-02-0800:00:00.,{279},{11778},2022
405282693,00000293120196070018,2019-04-1016:47:28.,{12549},{11778},0
405282762,06000309520226070006,2022-06-2315:06:45.,{12553},{11778},0
405282809,06000682520226070001,2022-05-1216:23:52.,{1727},{3555},2010
405282830,06000791220226070015,2022-09-2000:00:00.,{12553},{11778},0
405282836,06000579120216070013,2021-09-1516:59:05.,{12560},{11778},0
405282867,06000681920226070003,2022-11-1817:09:03.,{12552},{11778},0
405282940,06001721520226000000,2022-04-2716:03:35.,{12552},{11778},0
405282997,00000151820176070018,2017-03-2016:56:50.,{12549},{11778},0
405283089,06001356120206070000,2021-08-2221:35:48.,{1307},{11778},0
405283109,06000715420216070020,2021-05-2013:38:41.,{12557},{11778},0
405283124,06000038520226070015,2022-02-1800:00:00.,{12553},{11778},0
405283273,00000110520176070010,2017-05-0814:18:23.,{279},{11778},0
405283300,00000108520156070011,2015-05-1200:00:00.,{11541,156},{11778},2014
405283316,06001035120236070000,2023-03-0919:04:32.,{12553},{11778},0
405283319,06000544120226070001,2022-05-1215:13:28.,{279,1727},{3555},2010
405283386,06000411120236070000,2023-02-0815:33:16.,{12553},{11778},0
405283460,06000360520226070006,2022-09-2816:31:24.,{12553},{11778},2022
405283536,00000027820196070008,2019-01-1614:31:59.,{11528},{11778},0
405283687,06000106920206070008,2020-06-2400:00:00.,{12377},{11778},0
405283829,06000185120226070016,2022-08-3118:35:45.,{12553},{11778},2022
405283835,06001736820236070000,2023-03-3115:19:58.,{261},{11778},2022
405283843,06000601720236070000,2023-02-0611:38:05.,{261},{11778},2022
405283844,06002013620236070000,2023-04-2410:00:17.,{261},{11778},0
405283895,00000148820166070011,2016-06-2814:36:04.,{1116},{11778},0
405283971,06001125720236070050,2023-03-1515:09:36.,{12553},{11778},0
405283974,06000264920226070009,2022-06-1020:39:40.,{355},{11778},0
405284125,06002622320226000000,2022-05-2313:21:11.,{12552},{11778},0
405284261,06011405020226070000,2022-08-1200:00:00.,{11532},{11778},2022
405284406,06001903620226000000,2022-04-2716:30:52.,{12552},{11778},0
405284474,06000857420236070050,2023-03-1414:03:37.,{12553},{11778},0
405284552,06000307320196070015,2019-10-2516:59:31.,{11528},{11778},0
405284656,06001156220236070001,2023-03-0508:18:04.,{1727},{3628},0
405285395,06012548620226070000,2022-08-1300:00:00.,{11532},{11778},2022
405285510,06014895320226070000,2022-09-0600:00:00.,{11541},{11778},0
405285524,06032502220226070000,2022-10-3014:38:34.,{12561},{11778},0
405285740,06012972320226070000,2022-08-1500:00:00.,{11532},{11778},2022
405285744,06002630820226000000,2022-05-1921:56:00.,{12552},{11778},0
405285766,06018689120226070000,2022-09-1300:00:00.,{12193},{11778},2022
405285970,06006372920226070000,2022-08-0800:00:00.,{11532},{11778},2022
405286044,06008711120226070000,2022-08-1000:00:00.,{11532},{11778},2022
405286187,06017866020226070000,2022-09-1200:00:00.,{11532},{11778},2022
405286296,06013994520226070000,2022-08-1500:00:00.,{11532},{11778},2022
405286372,06000040620226070004,2022-03-1000:00:00.,{12559},{11778},0
405286408,06012781720226070000,2022-08-1300:00:00.,{11532},{11778},2022
405286786,06006364420226070000,2022-08-0800:00:00.,{11532},{11778},2022
405286798,06017926720226070000,2022-09-1219:11:00.,{12193},{11778},2022
405286851,06009707820226070000,2022-08-1211:39:58.,{11532},{11778},2022
405286852,06026430920226070000,2022-10-0320:17:05.,{12561},{11778},0
405286853,06006615720226070000,2022-08-0817:40:05.,{11532},{11778},2022
405286865,06014124420226070000,2022-08-1900:00:00.,{11532},{11778},2022
405286893,06008036120226070000,2022-08-0900:00:00.,{11532},{11778},2022
405287084,06017883020226070000,2022-09-1200:00:00.,{12561},{11778},0
405287294,06001064520196070000,2019-03-2100:00:00.,{11548},{11778},0
405287474,06003731720196070000,2019-12-1815:05:15.,{1338},{11778},2018
405287548,06003498620196070000,2019-11-0511:59:54.,{1338},{11778},2018
405287566,06019324320186070000,2018-09-1200:00:00.,{11531},{11778},2018
405287598,06000232320196070002,2019-11-2700:00:00.,{12552},{11778},0
405287640,06000585220206070000,2020-06-0500:00:00.,{12553},{11778},0
405287657,06002095220196070000,2019-05-1700:00:00.,{1307},{11778},0
405287692,06020675520186070000,2018-09-1200:00:00.,{11531},{11778},2018
405287742,06027880720186070000,2018-09-1700:00:00.,{11531},{11778},2018
405287760,06025334920186070000,2018-09-1400:00:00.,{11531},{11778},2018
405287767,06000168020196070018,2019-11-1122:22:55.,{12559},{11778},0
405287768,06003082220196070000,2019-08-2800:00:00.,{1338},{11778},2018
405287775,06002086720196070000,2019-05-1700:00:00.,{1307},{11778},0
405287792,06003429420196070000,2019-10-2400:00:00.,{279},{11778},2018
405287794,06026902220186070000,2018-09-1400:00:00.,{11531},{11778},2018
405287812,06000824620216070000,2021-07-0116:33:15.,{12377},{11778},2020
405287815,06002866120196070000,2019-07-3014:08:20.,{12559},{11778},2018
405287864,06031146420186070000,2018-11-2118:01:58.,{12193},{11778},2018
405287868,06001047520196070000,2019-03-2100:00:00.,{11548},{11778},0
405287884,06019168920186070000,2018-09-1200:00:00.,{11531,156},{11778},2018
405287934,06002009020196070000,2019-05-1700:00:00.,{1307},{11778},0
405287942,06028123520186070000,2018-09-1700:00:00.,{11531,156},{11778},2018
405287993,06021827620186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288002,06000091120206070000,2020-01-3115:09:22.,{1338},{11778},0
405288020,06003714720196070000,2019-12-1700:00:00.,{120},{11778},2010
405288030,06027222720186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288033,06028617620186070000,2018-09-2010:06:53.,{11531},{11778},2018
405288035,06018691820186070000,2018-09-1100:00:00.,{11531},{11778},2018
405288066,06020943820186070000,2018-09-1301:51:56.,{11531},{11778},2018
405288074,06017453520186070000,2018-09-1018:00:10.,{11531},{11778},2018
405288075,06001942020186070000,2018-04-3015:56:56.,{11531},{11778},0
405288082,06017176720186070000,2018-09-0900:00:00.,{11531},{11778},2018
405288090,00000571120196070014,2021-05-2723:19:30.,{1343},{11778},0
405288093,06003117420196070000,2019-09-0216:33:42.,{12552},{11778},0
405288094,06020294320186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288105,06024859020186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288106,06001483120186070000,2018-04-0400:00:00.,{11541},{11778},2018
405288123,06019229620186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288125,06001587520186070000,2018-04-1100:00:00.,{1298},{11778},0
405288139,06029717520186070000,2018-10-0300:00:00.,{11531},{11778},2018
405288147,06019584120186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288154,06020631820186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288156,06030912120186070000,2018-11-0914:10:07.,{11531},{11778},2018
405288162,06003576320196070000,2019-11-1300:00:00.,{279},{11778},2018
405288169,06002808820186070000,2018-07-1013:51:02.,{1338},{11778},0
405288173,06002080420186070000,2018-04-3023:36:22.,{11531},{11778},0
405288178,06000280820206070003,2020-11-2500:00:00.,{12552},{11778},0
405288197,06019368020186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288201,06026859720186070000,2018-09-1400:00:00.,{11531,156},{11778},2018
405288215,06001863820216070000,2021-11-0400:00:00.,{12553},{11778},0
405288217,06018796220186070000,2018-09-1122:40:37.,{11531},{11778},2018
405288235,06026650920186070000,2018-09-1401:05:29.,{11531,156},{11778},2018
405288254,06021524120186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288258,06027084320186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288260,06019073020186070000,2018-09-1100:00:00.,{11531},{11778},2018
405288290,06023706920186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288296,06022580320186070000,2018-09-1323:20:42.,{11531,156},{11778},2018
405288299,06020398720186070000,2018-09-1221:38:16.,{11531},{11778},2018
405288313,06024538520186070000,2018-09-1400:11:04.,{11531},{11778},2018
405288320,06030999520186070000,2018-11-1200:00:00.,{11531},{11778},2018
405288373,06032202620186070000,2018-12-1718:50:16.,{11531},{11778},2018
405288383,06032177120186070000,2018-12-1300:00:00.,{11531},{11778},2018
405288396,06019272120186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288400,06020009020186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288406,06019341320186070000,2018-09-1210:05:40.,{11531},{11778},2018
405288408,06017289620186070000,2018-09-1000:00:00.,{11531},{11778},2018
405288426,06026070620186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288446,06026321920186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288448,06019185920186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288453,06024997420186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288464,06002078220196070000,2019-05-1700:00:00.,{1307},{11778},0
405288467,06025309420186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288468,06022182120186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288470,06020441220186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288490,06019255120186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288491,06018657820186070000,2018-09-1100:00:00.,{11531},{11778},2018
405288494,06031345520186070000,2018-11-2300:00:00.,{11531},{11778},2018
405288498,06026928920186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288504,06002739620186070000,2018-07-0500:00:00.,{11531},{11778},0
405288513,06027647620186070000,2018-09-1700:00:00.,{11531},{11778},2018
405288522,06025395620186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288545,06017661120186070000,2018-09-1100:00:00.,{11531},{11778},2018
405288566,06017627120186070000,2018-09-1118:21:34.,{11531},{11778},2018
405288576,06025733120186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288585,06020017520186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288589,06020199620186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288595,06019506420186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288606,06028192720186070000,2018-09-1800:00:00.,{11531},{11778},2018
405288615,06022286520186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288641,06020935320186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288652,06018882420186070000,2018-09-1123:06:31.,{11531},{11778},2018
405288677,06000854020176070000,2017-07-2700:00:00.,{11531},{11778},0
405288686,00001370220156070018,2015-06-1215:23:11.,{11548},{11701},0
405288710,06031431720186070000,2018-11-2600:00:00.,{11531},{11778},2018
405288715,06026686120186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288719,06014271320226070000,2022-08-2316:51:33.,{11551},{11778},2022
405288727,06024044420186070000,2018-09-1323:55:55.,{11531,156},{11778},2018
405288728,00000364820176070000,2017-10-0500:00:00.,{1727},{11778},0
405288737,06017488720186070000,2018-09-1000:00:00.,{11531},{11778},2018
405288739,00000800420166070000,2016-05-1300:00:00.,{12377,156},{11778},0
405288749,06000187520176070000,2017-04-2016:45:58.,{11531},{11778},0
405288764,06000611220176070000,2017-05-1600:00:00.,{11536},{11778},0
405288767,06018069020186070000,2018-09-1100:00:00.,{11531},{11778},2018
405288791,00000238420156070011,2015-05-1816:49:33.,{11548},{11701},0
405288801,06018008320186070000,2018-09-1119:22:38.,{11531},{11778},2018
405288815,06019177420186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288818,06025022920186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288827,06020545620186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288830,06021783920186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288834,06002306220186070000,2018-05-2300:00:00.,{11531},{11778},0
405288839,06018553420186070000,2018-09-1121:26:18.,{11531},{11778},2018
405288840,06018224420186070000,2018-09-1100:00:00.,{11531},{11778},2018
405288851,06021247320186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288854,06022225820186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288857,06026669120186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288860,00001632020166070000,2016-11-2100:00:00.,{11531},{11778},0
405288861,06021004520186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288864,00000515120166070000,2016-05-0213:55:13.,{11531},{11778},0
405288865,06018779220186070000,2018-09-1100:00:00.,{11531},{11778},2018
405288866,06032280320186070000,2018-12-2100:00:00.,{241,11533},{11778},2018
405288875,06017392820186070000,2018-09-1000:00:00.,{11531},{11778},2018
405288876,06023082920186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288885,06018519420186070000,2018-09-1100:00:00.,{11531},{11778},2018
405288892,06022502620186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288912,06030679020186070000,2018-11-0600:00:00.,{11531},{11778},2018
405288916,06021394220186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288922,00017686920146070000,2014-09-1913:21:44.,{11544},{11778},0
405288925,06000179020176070000,2017-04-1800:00:00.,{11531},{11778},0
405288948,06021800920186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288951,06021819120186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288956,06017618620186070000,2018-09-1118:21:11.,{11531},{11778},2018
405288957,00000247220156070010,2015-06-0915:10:08.,{11548},{11701},0
405288961,06031873620186070000,2018-12-0500:00:00.,{11531},{11778},2018
405288962,06000066120176070000,2017-03-2200:00:00.,{11536},{11778},0
405288963,06025741620186070000,2018-09-1400:40:40.,{11531},{11778},2018
405288966,06022823120186070000,2018-09-1300:00:00.,{11531},{11778},2018
405288970,06026954420186070000,2018-09-1401:26:52.,{11531},{11778},2018
405288974,06030643820186070000,2018-11-0600:00:00.,{11531},{11778},2018
405288986,06020606320186070000,2018-09-1200:00:00.,{11531},{11778},2018
405288993,06024867520186070000,2018-09-1400:00:00.,{11531},{11778},2018
405288994,06000732620176070000,2017-06-1300:00:00.,{11531},{11778},0
405288998,06019540420186070000,2018-09-1211:55:13.,{11531},{11778},2018
405288999,06030895120186070000,2018-11-0900:00:00.,{11531},{11778},2018
405289004,06023897520186070000,2018-09-1323:55:10.,{11531},{11778},2018
405289008,06022251320186070000,2018-09-1300:00:00.,{11531},{11778},2018
405289020,00001432920166070000,2016-11-0715:08:02.,{12193},{11778},0
405289022,06018527920186070000,2018-09-1100:00:00.,{11531},{11778},2018
405289034,06019142220186070000,2018-09-1100:00:00.,{11531},{11778},2018
405289039,06021134420186070000,2018-09-1300:00:00.,{11531},{11778},2018
405289047,00000793820156070005,2015-06-0217:15:43.,{11548},{11700,11701},0
405289048,06029933620186070000,2018-10-0911:50:24.,{11531},{11778},2018
405289050,00028296220146070000,2014-10-2316:21:11.,{11531,156},{11778},0
405289055,06022554820186070000,2018-09-1300:00:00.,{11531},{11778},2018
405289057,06026122820186070000,2018-09-1400:00:00.,{11531},{11778},2018
405289063,00001407420166070000,2016-11-0314:52:33.,{11531},{11778},0
405289064,00000361620156070001,2015-05-2617:37:41.,{11548},{11701},0
405289065,00000204420156070007,2015-05-2114:57:35.,{11548},{11701},0
405289067,06028167220186070000,2018-09-1800:00:00.,{11531},{11778},2018
405289069,06014627020226070000,2022-09-0114:58:11.,{11551},{11778},2022
405289070,00000255420156070011,2015-05-1816:49:33.,{11548},{11701},0
405289071,06018172220186070000,2018-09-1100:00:00.,{11531},{11778},2018
405289073,06020562620186070000,2018-09-1223:00:04.,{11531},{11778},2018
405289080,00000090320156070011,2015-05-1214:09:58.,{11548},{11700,11701},0
405289087,06024000720186070000,2018-09-1323:55:41.,{11531},{11778},2018
405289090,06020250620186070000,2018-09-1200:00:00.,{11531},{11778},2018
405289098,06025205020186070000,2018-09-1400:00:00.,{11531},{11778},2018
405289100,06019133720186070000,2018-09-1100:00:00.,{11531},{11778},2018
405289106,06016596420186070000,2018-08-3100:00:00.,{11541},{11778},2018
405289115,06000160820176070000,2017-04-1100:00:00.,{1298},{11778},0
405289122,06017210720186070000,2018-09-1000:00:00.,{11531},{11778},2018
405289126,06023411920186070000,2018-09-1323:40:48.,{11531},{11778},2018
405289129,06020268820186070000,2018-09-1200:00:00.,{11531},{11778},2018
405289130,06023853820186070000,2018-09-1300:00:00.,{11531},{11778},2018
405289134,06030696020186070000,2018-11-0600:00:00.,{11531},{11778},2018
405289141,06018752520186070000,2018-09-1100:00:00.,{11531},{11778},2018
405289144,00000454420166070000,2016-04-2517:08:24.,{11531},{11778},0
405289152,00001427820156070000,2015-10-2014:55:02.,{1298},{11778},0
405289154,06022468620186070000,2018-09-1321:31:14.,{11531},{11778},2018
405289161,00001522520156070000,2015-11-0616:28:52.,{1298},{11778},0
405289163,06017744620226070000,2022-09-1218:10:59.,{12193},{11778},2022
405289164,06021559320186070000,2018-09-1300:00:00.,{11531},{11778},2018
405289168,06022854420226070000,2022-09-1323:23:22.,{12193},{11778},2022
405289173,00000600220156070015,2016-05-1200:00:00.,{11548},{11778},0
405289175,06000248220176070000,2017-04-2717:06:48.,{11531},{11778},0
405289184,06022762420186070000,2018-09-1300:00:00.,{11531},{11778},2018
405289186,00000244820156070018,2015-04-1013:16:10.,{11548},{10745},0
405289192,06017679320186070000,2018-09-1100:00:00.,{11531},{11778},2018
405289193,06026244220186070000,2018-09-1400:55:19.,{11531},{11778},2018
405289197,06017981620186070000,2018-09-1100:00:00.,{11531},{11778},2018
405289204,06019722520186070000,2018-09-1200:00:00.,{11531},{11778},2018
405289209,06023187320186070000,2018-09-1300:00:00.,{11531},{11778},2018
405289213,06019099720186070000,2018-09-1100:00:00.,{11531},{11778},2018
405289218,06021238820186070000,2018-09-1300:00:00.,{11531},{11778},2018
405289220,00000982520166070000,2016-06-0815:30:05.,{11531},{11778},0
405289223,00000186520156070010,2016-07-0418:40:31.,{11548},{11778},0
405289228,06026097320186070000,2018-09-1400:00:00.,{11531},{11778},2018
405289233,06020658520186070000,2018-09-1200:00:00.,{11531},{11778},2018
405289323,06019896120186070000,2018-09-1200:00:00.,{11531},{11778},2018
405289328,06020510420186070000,2018-09-1200:00:00.,{11531},{11778},2018
405289342,06021601820186070000,2018-09-1300:00:00.,{11531},{11778},2018
405289348,06031362520186070000,2018-11-2300:00:00.,{11531},{11778},2018
405289351,06022988220186070000,2018-09-1323:30:54.,{11531},{11778},2018
405289366,00016396420146070000,2014-09-0312:58:43.,{11544},{11778},0
405289367,06019294920226070000,2022-09-1312:32:08.,{12193},{11778},2022
405289368,00000139120166070015,2016-03-1515:55:24.,{11548},{11731},0
405289379,06031085720186070000,2018-11-2100:00:00.,{11527},{11778},2018
405289400,06029665320186070000,2018-10-0317:37:24.,{1298},{11778},0
405289406,06001254620226070000,2022-03-2517:54:08.,{11551},{11778},2022
405289432,06018440520186070000,2018-09-1120:56:20.,{11531},{11778},2018
405289438,00000518220156070001,2015-05-2617:30:18.,{11548},{11778},0
405289467,06000342920176070000,2017-05-0200:00:00.,{11531},{11778},0
405289494,06000602720176070000,2017-05-1523:00:25.,{11531},{11778},0
405289590,06000680420176070000,2017-06-0100:00:00.,{1298},{11778},0
405289595,06000412120176070000,2017-05-0200:00:00.,{11531},{11778},0
405289628,06000724120176070000,2017-06-0600:00:00.,{11531},{11778},0
405289725,06000715620176070000,2017-06-0600:00:00.,{11531},{11778},0
405289767,06021905320186070000,2018-09-1300:00:00.,{11531},{11778},2018
405289814,00001189320156070018,2015-06-1215:23:11.,{11548},{11701},0
405289830,06018819020226070000,2022-09-1310:02:24.,{12193},{11778},2022
405289880,06020051520186070000,2018-09-1200:00:00.,{11531},{11778},2018
405289883,00001303720156070009,2015-06-1117:17:42.,{11548},{11701},0
405289887,06018856920186070000,2018-09-1100:00:00.,{11531},{11778},2018
405289892,06000871020176070000,2017-08-1817:27:21.,{11531},{11778},0
405289895,06016982220226070000,2022-09-1214:31:06.,{12193},{11778},2022
405289897,06000204520176070000,2017-04-2500:00:00.,{11531},{11778},0
405289926,00001115820156070000,2015-06-2614:26:01.,{1298},{11778},0
405289959,00000950720156070000,2015-05-1500:00:00.,{11531},{11778},0
405289966,00000443020146070000,2014-03-2614:46:34.,{1298},{11778},0
405290036,06020801520226070000,2022-09-1318:41:06.,{12193},{11778},2022
405290093,06000833120216070000,2021-07-2013:23:47.,{12377},{11778},2020
405290185,06015094420226070000,2022-09-0910:21:13.,{12193},{11778},2022
405290251,06001606920236070000,2023-03-2300:00:00.,{12553},{11778},0
405290300,00000473320156070005,2015-05-2717:40:45.,{11548},{11700},0
405290314,06005372120226070050,2023-03-3000:00:00.,{12552},{11778},0
405290596,06000108220236070002,2023-08-0117:43:02.,{12553},{11778},0
405290954,06005196320236070050,2023-09-1800:00:00.,{12552},{11778},0
405291020,06017675420226070000,2022-09-1217:40:58.,{12193,156},{11778},2022
405291146,06004737420236070050,2023-08-1613:00:09.,{12553},{11778},0
405291494,06019087320226070000,2022-09-1311:22:32.,{12193},{11778},2022
405291515,06000070620236070010,2023-04-1715:49:58.,{12559},{11778},0
405291786,06002347020236070050,2023-03-2811:36:13.,{12553},{11778},0
405291990,06000884120216070004,2021-09-1416:22:06.,{12560},{11778},0
405292155,06005001320236070000,2023-10-3013:23:47.,{12553},{11778},0
405292265,06023832920226070000,2022-09-1600:00:00.,{12193,156},{11778},2022
405292773,06000192320236070009,2023-11-2307:23:52.,{355},{11778},0
405293047,06000215720236070020,2023-11-1700:00:00.,{11541},{11778},2022
405293061,06000374720236070008,2023-12-1215:19:51.,{12552},{11778},0
557135412,06001777320216070001,2021-08-2414:02:27.,{261},{11778},0
557135414,06004164620226070000,2022-07-2609:25:23.,{241},{11778},2022
557135417,06032996320226070000,2022-11-0400:04:57.,{12193,156},{11778},2022
557135419,06000536420196070000,2019-02-1215:19:50.,{1298},{11778},0
557135420,06000949120206070001,2021-12-1217:34:03.,{1727},{3628},2014
557135421,06001647720216070000,2021-09-2100:00:00.,{1727},{3555},0
557135422,06001895620226070000,2022-04-2917:58:39.,{1727},{11778},2010
557135423,06031515220226070000,2022-10-2517:58:50.,{12561},{11778},0
557135424,06031965620226070000,2022-10-2908:01:35.,{12561},{11778},0
557135425,06032277620226070000,2022-10-3011:22:08.,{12561},{11778},0
557135426,06032701320226070000,2022-10-3116:37:21.,{12561},{11778},0
557189076,06000351420246070050,2024-01-1216:35:37.,{12552},{11778},0
579799855,06000170520226070004,2022-05-1714:27:35.,{1727},{3555},2010
579799858,06000215520216070011,2021-04-1200:00:00.,{279},{11778},2014
579799862,06000936920216070002,2021-10-0500:00:00.,{12560},{11778},0
579799871,06001733620216070001,2021-08-1916:56:02.,{11528},{11778},0
580904578,06000049020246070018,2024-02-0917:10:26.,{355},{11778},0
580904581,06000074520246070018,2024-02-2111:38:15.,{355},{11778},0
580904583,06000594220246070050,2024-02-0800:00:00.,{12553},{11778},0
580904588,06000057520246070018,2024-02-0917:11:40.,{355},{11778},0
580904595,06000067520246070013,2024-02-2016:12:58.,{12552},{11778},0
587023880,06000793320246070050,2024-03-0115:13:53.,{12552},{11778},0
587023893,06000042320246070008,2024-03-2100:00:00.,{355},{11778},0
587024039,06000729420246070000,2024-03-2500:00:00.,{12553},{11778},0
616107619,06000807120246070000,2024-04-0316:11:54.,{261},{11778},0
616107789,06001729320246070050,2024-04-2300:00:00.,{1304},{11778},0
631504343,06020732320226070000,2022-09-1318:22:42.,{12193,156},{11778},2022
634916725,06001555720246070050,2024-03-2100:00:00.,{12559},{11778},0
635742376,06000050220246070010,2024-05-1400:00:00.,{12553},{11778},2024
635742377,06000057820246070017,2024-05-1317:28:51.,{12552},{11778},0
635742378,06000082720246070019,2024-05-1000:00:00.,{12553},{11778},0
635742380,06000111520246070008,2024-05-0300:00:00.,{12559},{11778},0
635742381,06000136120246070015,2024-05-1500:00:00.,{12553},{11778},2024
635742383,06000096320246070002,2024-05-0613:43:49.,{355},{11778},0
635742384,06000127620246070015,2024-05-1000:00:00.,{12553},{11778},2024
635742385,06000082120246070021,2024-05-0310:10:23.,{11528},{11778},0
635742386,06000139420246070004,2024-05-0912:43:00.,{12552},{11778},0
635742387,06000129720246070008,2024-05-0500:00:00.,{355},{11778},0
635742388,06000100320246070017,2024-05-0814:26:25.,{12552},{11778},0
635742389,06000086620246070006,2024-05-1500:00:00.,{12560},{11778},0
635742390,06000109420246070019,2024-05-1317:28:29.,{12553},{11778},0
635742391,06000127020246070017,2024-05-1514:08:32.,{12552},{11778},0
635742392,06000121820246070002,2024-05-1517:32:33.,{12559},{11778},0
635742393,06000187720246070017,2024-05-1500:00:00.,{12552},{11778},0
635742394,06000130320246070002,2024-05-1617:49:09.,{12559},{11778},0
635742395,06000118520246070017,2024-05-1500:00:00.,{12552},{11778},0
635742397,06000091820246070017,2024-05-0616:18:36.,{12552},{11778},0
635742398,06000214420246070013,2024-05-1500:00:00.,{12559},{11778},0
635742400,06000230220246070017,2024-05-2000:00:00.,{12552},{11778},0
635742402,06000090620246070021,2024-05-2900:00:00.,{261},{11778},0
635742403,06000228420236070006,2024-05-2114:47:03.,{12552},{11778},2022
635742404,06000077220246070009,2024-05-2016:46:29.,{12553},{11778},0
635742405,06000214420246070013,2024-05-1000:00:00.,{12559},{11778},0
635742407,06000196220246070017,2024-05-1500:00:00.,{12552},{11778},0
635742408,06000161020246070017,2024-05-1500:00:00.,{12552},{11778},0
635742409,06000231420246070013,2024-05-2100:00:00.,{355},{11778},2024
635742410,06000152520246070017,2024-05-1500:00:00.,{12552},{11778},0
635742411,06000068420246070010,2024-05-1700:00:00.,{355},{11778},0
635742412,06000232020246070011,2024-05-0917:58:32.,{12552},{11778},0
635742413,06000204720246070017,2024-05-1500:00:00.,{12552},{11778},0
